Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
јккумул€тор Delta DT 12100;16600руб.;15900руб.;≈мкость: 100 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 329x174x215√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dt-12100.html
јккумул€тор Delta HR 12-65;17300руб.;16800руб.;≈мкость: 65 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 350x167x179√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-60.html
јккумул€тор Delta HRL 12-65 X;17500руб.;17000руб.;≈мкость: 65 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 350x167x179√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-65-x.html
јккумул€тор Delta DT 12120;17800руб.;17100руб.;≈мкость: 120 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 410x176x224√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dt-12120.html
јккумул€тор Delta DTM 1290 L;17800руб.;17100руб.;≈мкость: 90 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 306x169x210√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1290-l.html
јккумул€тор Delta DTM 12100 L;18300руб.;17600руб.;≈мкость: 100 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 330x171x220√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12100-l.html
јккумул€тор Delta HRL 12-75 X;18400руб.;17800руб.;≈мкость: 75 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 258x166x215√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-75-x.html
јккумул€тор Delta GX 12-60;18500руб.;18000руб.;≈мкость: 60 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 258x166x235√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-60.html
јккумул€тор Delta HRL 12-80 X;18900руб.;18300руб.;≈мкость: 80 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 350x167x179√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-80-x.html
јккумул€тор Delta DTM 12100 I;19500руб.;18800руб.;≈мкость: 100 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 333x173x222√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12100-i.html
јккумул€тор Delta GEL 12-100;19700руб.;19000руб.;≈мкость: 100 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 330x171x220√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gel-12100.html
јккумул€тор Delta GX 12-65;19900руб.;19400руб.;≈мкость: 65 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 350x167x183√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-65.html
јккумул€тор Delta FT 12-100 M;19990руб.;19290руб.;≈мкость: 100 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 508x110x238√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-ft-12-100-m.html
јккумул€тор Delta GX 12-75;20300руб.;19700руб.;≈мкость: 75 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 258x166x215√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-75.html
јккумул€тор Delta HRL 12-90 X;20600руб.;19900руб.;≈мкость: 90 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 306x169x215√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-90-x.html
јккумул€тор Delta FT 12-105 M;21600руб.;20900руб.;≈мкость: 105 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 395x110x293√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-ft-12-105-m.html
јккумул€тор Delta DTM 12120 L;21616руб.;20916руб.;≈мкость: 120 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 410x176x224√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12120-l.html
јккумул€тор Delta HR 12-100;21700руб.;21000руб.;≈мкость: 100 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 330x171x220√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-100.html
јккумул€тор Delta HRL 12-100 X;22700руб.;22000руб.;≈мкость: 100 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 330x171x220√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-100-x.html
јккумул€тор Delta DTM 12120 I;22700руб.;22000руб.;≈мкость: 120 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 406x172x228√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12120-i.html
јккумул€тор Delta GX 12-80;22800руб.;22200руб.;≈мкость: 80 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 350x167x183√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-80.html
јккумул€тор Delta FT 12-125 M;23000руб.;22300руб.;≈мкость: 125 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 436x108x317√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-ft-12-125-m.html
јккумул€тор Delta GEL 12-120;23200руб.;22500руб.;≈мкость: 120 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 406x172x228√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gel-12-120.html
јккумул€тор Delta DT 12150;25500руб.;24500руб.;≈мкость: 150 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 486x171x243√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dt-12150.html
јккумул€тор Delta GX 12-90;25800руб.;25100руб.;≈мкость: 90 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 306x169x215√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-90.html
јккумул€тор Delta GX 12-100;25900руб.;25200руб.;≈мкость: 100 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 330x171x220√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-100.html
јккумул€тор Delta FT 12-150 M;27900руб.;26900руб.;≈мкость: 150 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 548x105x316√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-ft-12-150-m.html
јккумул€тор Delta DTM 12150 L;27900руб.;26900руб.;≈мкость: 150 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 482x170x240√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12150-l.html
јккумул€тор Delta GEL 12-150;28400руб.;27400руб.;≈мкость: 150 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 482x170x240√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gel-12-150.html
јккумул€тор Delta DTM 12150 I;29300руб.;28300руб.;≈мкость: 150 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 484x170x241√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12150-i.html
јккумул€тор Delta HRL 12-140 X;29700руб.;28700руб.;≈мкость: 140 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 342x173x287√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-140-x.html
јккумул€тор Delta DT 12200;30100руб.;28700руб.;≈мкость: 200 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 523x240x224√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dt-12200.html
јккумул€тор Delta FT 12-180 M;31800руб.;30400руб.;≈мкость: 180 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 546x125x317√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-ft-12-180-m.html
јккумул€тор Delta GX 12-120;33500руб.;32800руб.;≈мкость: 120 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 410x176x224√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-120.html
јккумул€тор Delta DTM 12200 L;35500руб.;34100руб.;≈мкость: 200 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 522x238x227√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12200-l.html
јккумул€тор Delta GEL 12-200;35800руб.;34400руб.;≈мкость: 200 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 522x239x222√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gel-12-200.html
јккумул€тор Delta DTM 12200 I;37300руб.;35900руб.;≈мкость: 200 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 522x239x222√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12200-i.html
јккумул€тор Delta GX 12-150;38500руб.;37500руб.;≈мкость: 150 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 482x170x240√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-150.html
јккумул€тор Delta DTM 12230 L;40400руб.;38700руб.;≈мкость: 230 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 520x269x208√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12230l.html
јккумул€тор Delta HRL 12-180 X;41100руб.;39700руб.;≈мкость: 180 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 522x238x223√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-180-x.html
јккумул€тор Delta DTM 12250 L;44000руб.;42300руб.;≈мкость: 250 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 520x269x227√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12250l.html
јккумул€тор Delta DTM 12250 I;46570руб.;44870руб.;≈мкость: 250 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 520x269x227√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-12250-i.html
јккумул€тор Delta GX 12-200;48900руб.;47500руб.;≈мкость: 200 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 522x238x227√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-200.html
јккумул€тор Delta GX 12-230;63000руб.;61300руб.;≈мкость: 230 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 520x269x208√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-gx-12-230.html
јккумул€тор Delta LFP 12-144;135000руб.;134000руб.;≈мкость: 144 јчЌоминальное напр€жение: 12 ¬ѕол€рность:ѕр€ма€ [+ -]√абариты: 275x275x215√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-lfp-12-144.html
јккумул€тор Delta LFP 24-72;135000руб.;134400руб.;≈мкость: 72 јчЌоминальное напр€жение: 12 ¬ѕол€рность:ѕр€ма€ [+ -]√абариты: 275x275x215√аранти€: 36 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-lfp-24-72.html
